name,logFC,P.Value
SCHIP1,0.589040046,0.033458659
ASTE1,1.401752455,0.033485273
SPTAN1,0.488618994,0.033485284
CBLN4,0.739366212,0.03349608
AP5Z1,0.528468412,0.033496595
RBFADN,0.802221577,0.033505916
ASH2L,0.727431222,0.033544551
USP2,0.598026681,0.033548137
LIMK1,0.50974309,0.033554088
PISD,0.543188864,0.033588895
FAT4,1.625335041,0.033590072
HTR7P1,0.79402699,0.033592928
RP9,0.752766392,0.033610475
TADA2B,0.549589031,0.033613222
DDX10P1,0.912293133,0.033624586
UGDH-AS1,0.59578842,0.033628717
LOC105374989,1.03849983,0.03363489
MEOX2,0.729889466,0.033646988
LOC102724434,1.135621645,0.033666253
SP140,1.113430917,0.033712467
KLHL42,0.503235858,0.033712816
FAM86B1,0.958595392,0.033712987
SFXN1,0.798838564,0.033723134
SMAP1,0.810126898,0.033727374
FKBP11,0.572408232,0.033730665
THEM6,0.504195752,0.033740129
LOC105370969,0.93383078,0.033740974
PSMA5,0.996375305,0.033742985
SNX32,0.896690831,0.033746081
PRORP,0.602025489,0.033793186
CBR3-AS1,0.708158374,0.033797899
NRG1-IT1,1.279752902,0.033807822
ENPEP,1.366141777,0.033811986
OR14J1,0.721083073,0.033813635
GINS2,0.837895231,0.033836643
PDIA3,0.531885866,0.033840815
TMEM259,0.417551532,0.033865868
IFI27L1,0.743474033,0.033876459
RPUSD3,0.52114284,0.033880754
EXOC4,0.70714809,0.033884261
SLC22A10,1.238821779,0.033908901
LOC101927531,1.139778544,0.033917227
SMYD2,0.77895963,0.033922946
FAM86EP,1.081138705,0.033926744
PMPCA,0.597668802,0.033926847
LIN52,0.898925943,0.033935658
CCDC65,1.076515778,0.033941705
NIPAL1,1.144387957,0.033942698
PIK3CB,0.825794935,0.033951105
RAB2B,0.795158367,0.033951792
RTN4R,0.496256441,0.03397246
GDAP1,0.976034372,0.033973446
NOTCH2NLC,0.676533443,0.033983879
TEDC2,0.999766616,0.033993838
RN7SL731P,-2.061606394,0.033995592
PTPN23,0.471813409,0.034000409
UQCRC2,0.853582132,0.034015756
SNHG17,0.563494252,0.034023021
YY2,0.967800558,0.034029696
TAOK1,0.543300436,0.034030798
PPP3R1,0.931521131,0.034044265
ABRAXAS2,0.792478,0.03405521
LYPLA2,0.543078118,0.034060329
ZNF687,0.471595252,0.034063948
SLC25A27,0.81246718,0.034077453
TTC30B,0.889397564,0.034083033
CENPBD1P,0.630201326,0.034105849
GRIA2,0.897326897,0.034130575
TRIM74,0.53224473,0.034134312
MALRD1,1.36692238,0.034137102
MGMT,0.674234756,0.034144206
STK36,0.869763918,0.034153511
HDAC8,0.83189903,0.034158441
ECSIT,0.45571386,0.034184195
PCCB,0.65082639,0.034192159
STOX2,0.563014405,0.034197312
ST3GAL5,0.740323751,0.034200464
CUX2,0.738874829,0.034201751
CLP1,0.808149274,0.034213894
KCNQ5,0.695858446,0.03421771
USP32P1,1.086776886,0.034228515
DGKK,1.263543155,0.034238849
OR6C75,0.94218526,0.034242296
SEPTIN12,0.9054643,0.034248112
DAB1,0.774695725,0.0342649
PROS1,0.718478176,0.034324986
ERC2,0.800094257,0.034327949
OXLD1,0.52345628,0.034342429
LINC01409,0.903881861,0.034354665
EPB41L4B,1.251170519,0.034354931
CYB5R2,0.784781043,0.034372243
PIANP,0.677697403,0.034377256
EMC9,0.788012305,0.034381972
GTF2I,0.524328402,0.034397378
BTF3L4,0.795391041,0.034411829
LINC02809,0.696751692,0.034461849
ERCC6,0.784047995,0.034467051
DAPK3,0.561681208,0.034468805
ZNF117,0.8578467,0.034481247
BICDL2,4.94488666,0.034487099
LINC02021,0.795352766,0.034507127
CFAP36,0.779943511,0.034509279
IGSF21,0.489805105,0.034520401
LINC02610,0.683521183,0.034521432
MIGA1,0.665637119,0.034522717
PPIEL,0.730739603,0.034540126
RPL5P4,0.859087234,0.03455471
GNL3,0.868996854,0.034558213
SF1,0.759632619,0.034594047
ADGRL2,0.819563266,0.034611801
C9orf78,0.591552706,0.034621907
HNRNPLL,0.588966911,0.034624539
GRM7,1.108760573,0.034626081
RERG,0.649095636,0.034632522
TBC1D10B,0.502848037,0.034653608
FBXO44,0.472811275,0.034664077
GTF3C1,0.602835176,0.034695974
QSER1,0.825281457,0.034701441
SCN7A,0.993413556,0.034713109
MIR4500HG,0.660218358,0.034718825
KBTBD12,0.837659429,0.03472817
B3GNTL1,0.744885848,0.034744652
LYRM7,0.599740089,0.034749009
ZKSCAN8,0.79874544,0.034758436
GRK3,0.778541221,0.034768275
UBE3C,0.779243022,0.034788308
DYSF,0.735910099,0.034789505
NMRK1,0.852115063,0.034812483
ACBD4,0.536632771,0.034813894
SYT13,0.610452744,0.034816592
LOC101928228,0.835581776,0.034833459
DCTPP1,0.634579062,0.034839847
BDNF-AS,0.724813954,0.03484825
SPATC1L,0.867635171,0.034849486
PIH1D1,0.503068568,0.034862232
TMX3,0.953752644,0.034868707
ZNF337,0.685351873,0.034883624
ZNF195,0.796750132,0.034891219
ZNF585B,0.561984998,0.034899623
TRIM37,0.768065795,0.03490942
GGCX,0.646383444,0.034910655
RPS6KC1,0.727942213,0.034920949
ZNF512,0.824071853,0.034925618
ACTR2,1.574676751,0.034936338
RAC1,0.702501416,0.034942354
SNX20,0.677179834,0.034961012
PTPRG-AS1,0.758602929,0.034995136
DIS3L2,0.648432056,0.035008167
SATB2,0.714577279,0.035026001
SNRNP40,0.784592885,0.035038311
ZNF510,0.840470503,0.035042776
FAM186A,0.845126498,0.035044946
SAMD14,0.461331835,0.035047634
ATAD3B,0.648255062,0.035076161
INTS3,0.72552359,0.035088277
CAMK2B,0.5660317,0.035089691
IQSEC2,0.557002781,0.035102449
CHIC1,0.796592696,0.035105382
RSPH3,0.70882877,0.035113095
DDX55,0.734367533,0.035127052
CHCHD2,0.669011024,0.035163879
CAMSAP3,0.585602566,0.03516472
OPA3,0.872164833,0.035164757
B3GNT4,0.739997648,0.035177813
LINC00967,1.270964142,0.035182439
PPP1R2,0.747857141,0.035184341
FFAR1,1.071658629,0.035204042
ZFP64,0.530592341,0.03521236
ZFYVE27,0.57470567,0.035238258
PARL,0.828603133,0.035281569
DMAC2L,0.93153179,0.035289628
FARSA,0.52864474,0.035290912
CFAP20,0.791990827,0.035297831
ZNF416,0.833451726,0.035319766
PPP1R3E,0.79891534,0.035322135
SRPK2,0.628935287,0.035329337
ZFP3,0.784675585,0.035330003
MPHOSPH6,1.11365035,0.035345161
ZNF280B,0.839304424,0.035347628
ORMDL1,0.951816611,0.035361012
NES,-0.52558773,0.03536485
DDX19A,0.604079123,0.035382603
PHLDB1,0.604317342,0.03540773
ERGIC3,0.890230428,0.03541248
ABI2,0.576496173,0.035434851
NTHL1,0.493089952,0.035438119
PDC-AS1,1.020718479,0.035440516
AZIN2,0.768799488,0.035448935
KPNA1,0.656774091,0.035487979
OR7E7P,1.086553345,0.035489179
SLC4A7,0.875995176,0.035517674
TSPAN13,0.982813387,0.035520528
COPS6,0.580653652,0.035528637
CLTB,-0.465679453,0.035557272
PJA1,1.409131221,0.035562424
GMPS,0.71601401,0.035591091
LOC101927661,0.863876436,0.035592056
FBXW5,0.379981233,0.03559433
MYH7B,0.934677249,0.03561682
SLC30A3,0.74296208,0.035628174
MEAK7,0.674172947,0.035630581
BEST4,0.991199434,0.035640905
ZNF746,0.516010882,0.035650273
MEAF6,0.844467802,0.035670806
STX18,0.710758706,0.035674458
HPF1,0.769582979,0.035679526
POU2F1,0.767239872,0.035688293
CD46,0.947845537,0.035691112
TBK1,0.766207073,0.035695605
POM121C,0.631009808,0.035708728
TMEM191C,0.657753829,0.035712993
LOC107984273,0.732383168,0.035740997
HPS6,0.479513471,0.035741152
SPIN2A,1.035150273,0.035751659
PFDN2,0.721209589,0.035767256
EXOSC10,0.610176933,0.035778276
ARFGEF2,0.718673891,0.035782654
SMARCD2,0.573616181,0.035788613
ZSWIM3,0.736196497,0.035801955
CBX7,0.441920409,0.035805508
BMPER,0.748184364,0.035826016
POU2F3,0.840973407,0.035836174
SMPD3,0.701914352,0.035859173
GJD2-DT,0.882848847,0.03588043
ZNF396,0.882749898,0.035900646
LYPLAL1-DT,0.833904276,0.035906447
PYM1,0.795829451,0.035926575
SYNPO2,0.783438893,0.03593814
ILF3,0.515856126,0.035940183
TSNAX,0.981350688,0.035944627
SNX29,0.593073817,0.035955549
GGT1,0.541062274,0.035959248
AKAP8L,0.586692492,0.035963798
PTK2,0.606025224,0.035967473
ANKRD34B,1.199832351,0.035975755
RBM28,0.76487524,0.035978775
ALG1L11P,0.908553733,0.035986058
EML4,0.651192143,0.035988104
RN7SL538P,0.983591089,0.036000281
SCHLAP1,0.912121786,0.036000289
KCNJ3,0.819044112,0.036007164
GABRA6,1.14459751,0.036019788
KLHL7,0.693271902,0.03602958
FOXRED1,0.698675936,0.036050624
XPO6,0.545933734,0.036055806
RPA2,0.733746302,0.036064922
JAKMIP2,0.695867889,0.036100813
UBAP2L,0.690093087,0.036104076
OR52E4,0.92171686,0.036106052
SUSD1,1.432301478,0.036139838
TSPOAP1,0.650291393,0.036141735
NFRKB,0.652379972,0.036168009
ZCCHC14-DT,1.088854973,0.036173452
RUSC1,0.536463022,0.036176425
LRRC41,0.575301507,0.036177198
PPFIA3,0.516180706,0.036191816
ATP5PB,0.911531348,0.03621708
ACTB,0.582882939,0.036217681
RASGRP1,0.762285444,0.036239287
INTS4,0.871431575,0.036270201
EAF1,0.607933875,0.036299637
SARNP,0.625863933,0.036304856
COPS3,0.750556705,0.036307504
EIF4ENIF1,0.610670095,0.036319948
PPM1L,0.513247566,0.036331067
HERC3,1.613113507,0.036334331
PNMA6F,0.879631754,0.036345767
ARHGEF9,0.807795348,0.036349405
GLT8D1,0.703719886,0.036351473
CIBAR1,0.729228183,0.036352279
FBXO28,0.730978304,0.036362082
PTBP2,0.909189515,0.036371853
PEA15,0.839202885,0.036372672
CLUHP3,0.652863712,0.036373364
LRP8-DT,0.973740454,0.036386743
PLD1,0.526227745,0.036387424
DHRS4-AS1,0.514888107,0.036387985
NOCT,0.583769352,0.036397731
JAZF1,0.659125738,0.036406447
ZFPM2,0.609737055,0.036407725
DDX5,0.741687232,0.036415071
LRRC27,0.513620766,0.036451965
SEC24AP1,1.251291495,0.036452873
ATP9A,0.627997987,0.03645444
RPL36P6,0.898860649,0.036454837
LINC02389,1.467139041,0.03645947
EDEM3,0.762981369,0.036464785
NUDT19P5,0.921269473,0.036466627
ADCY6,0.760452617,0.036474298
DHX9,0.769271423,0.036474578
RAD23A,0.490886581,0.036479404
PIP5K1A,0.629583551,0.036483978
MRS2,0.553300741,0.036495455
OXCT1,0.750710626,0.036503014
KY,0.730522697,0.036513341
RDH11,0.707453097,0.03651456
SLC35A2,0.513047053,0.036557169
ZNF138,1.076709752,0.036568751
GBA,0.600624194,0.036569808
OR2T12,0.823033505,0.036574508
IL1RL1,1.55559992,0.03658048
SNRPF,0.970336398,0.036586735
HEXB,0.67075086,0.036594652
CDH8,0.798491811,0.036595712
EIF2B5,0.547175404,0.036596238
BCLAF3,0.638521066,0.036602222
TMEM232,0.846242084,0.036632078
GTF2E1,0.728204761,0.036632929
MICOS13,0.516150396,0.036645601
SYBU,0.739616585,0.036648076
STXBP1,0.779595333,0.036697405
TLK2P2,1.36614755,0.036701602
PDCD7,0.477794494,0.036715722
LOC100131471,1.027805988,0.036716451
ZNF343,0.638979976,0.03672117
CLPTM1L,0.495778091,0.036728587
KRT17,0.886842837,0.036743134
PDCD2L,0.766571075,0.036762305
RALYL,0.970268546,0.03676843
N6AMT1,0.73537452,0.036771267
LINC01948,0.996086555,0.036796713
NOLC1,0.744922358,0.036806212
SUPT3H,0.795122479,0.036847874
DPT,1.153868301,0.036852011
OSBPL8,0.529562425,0.036852728
LMNB1,0.541829616,0.036862875
ZNF445,0.516822509,0.036866998
DIRAS2,0.825841092,0.036870694
SMIM32,0.812150604,0.03688156
NSMCE2,0.717209246,0.036886193
F13A1,1.170308401,0.036886351
CRYGS,0.95047683,0.036889933
PDIK1L,0.773346488,0.036899466
SLC17A7,0.552591398,0.036907447
CDH10,0.855244129,0.036913992
TEKT5,1.066887603,0.036914919
GNG13,1.111515838,0.036922395
ATP11B,0.612248656,0.036925012
HTR7,0.784543809,0.036931031
DDIAS,1.016205812,0.036936144
GALNT11,0.594554453,0.036952165
ZNF649,0.807186509,0.036975904
CCDC175,0.985556956,0.036976414
AGK,0.825755211,0.036981187
MRPL48,0.628110117,0.036988051
PGBD5,0.61416961,0.037061032
PRRG3,0.753763027,0.037081376
SLC25A46,0.759637811,0.03708731
NRG1,0.774737162,0.037095047
PDZRN4,0.781873923,0.037133102
LINC00216,1.138726205,0.037144665
RNF181,0.634180542,0.037146404
ABCB10,0.593720176,0.037159984
LRWD1,0.538712213,0.037162757
PDCL,0.779766225,0.037169514
INPP5J,0.686955426,0.037170691
ZMYM3,0.562733292,0.037172612
PRKD1,0.826132815,0.03718942
ALG6,0.956131189,0.03719043
TMEM240,0.51211512,0.037191677
PEX1,0.841648099,0.037196646
PHAF1,0.660091738,0.037197033
PA2G4,0.651619874,0.037204347
FLJ33534,0.905131346,0.03720657
ZNF763,0.782643149,0.037223423
PCYT2,0.619382453,0.037238855
SLC2A5,0.694256701,0.037239478
MKNK2,-0.790762445,0.037243255
TBC1D23,0.923711719,0.037247098
ZNF876P,0.763528982,0.037254299
PDK2,0.540450654,0.037281379
PSMG2,0.623729745,0.037282756
BMS1,0.602257709,0.037290669
LOC102724934,0.875791802,0.037313137
ATRN,0.584394225,0.037334098
ANKRD24,0.681278451,0.037334485
MAGEL2,1.30385368,0.037341818
CELF4,0.484979786,0.03735034
MRRF,0.714342357,0.03735981
NUP210,0.639383552,0.037362425
MPP1,0.813130578,0.037371864
SRRM2-AS1,3.621433372,0.037376936
RABEP2,0.532022678,0.037416823
ENPP2,1.005391466,0.03742486
PLPPR5,0.856072734,0.037431084
WWOX,0.566312326,0.037457683
KARS1,0.934332846,0.037466903
C9orf116,0.713480182,0.037486992
ZCCHC18,0.836173446,0.037489682
IL1RAP,0.939616879,0.037495728
APOO,0.947227212,0.037499649
POLR2F,0.622225484,0.037538718
ANKRD39,0.584212283,0.037538851
ZNF93,0.6285835,0.037568708
TRIM7,0.718773361,0.037576201
SLC25A4,0.769796666,0.037595641
CD81-AS1,1.019406956,0.037597052
MRPL28,0.611664854,0.037617504
WASH2P,0.590750789,0.037621084
HIC1,-0.750561531,0.037679415
KCNAB3,0.799134361,0.037683434
OR5AS1,0.663079544,0.037708561
GLB1L2,0.68227979,0.037722874
GAREM2,-0.722366025,0.037730023
MED12L,0.734737157,0.037732597
ICA1L,0.858450889,0.037740513
CERS6,0.885588826,0.03774663
TMEFF1,0.583041425,0.037748305
RNGTT,0.730161324,0.037751782
SCARNA5,1.142084813,0.037761208
ENPP7P1,0.737817063,0.037764515
MIPOL1,0.575687852,0.037810398
UBA6-DT,0.616598171,0.037811056
CPO,1.030714091,0.037817885
CDK5RAP1,0.772234494,0.037826375
MZT2A,0.453465449,0.03784073
NKAP,0.49185073,0.037870399
CCNYL2,0.876661531,0.037895186
CRACDL,0.555814608,0.037899462
MIR9-3HG,0.802669769,0.037909025
SPSB3,0.477662607,0.037910857
TCERG1L,0.760786799,0.037930088
AIFM2,0.529397825,0.037949696
RBM8A,0.635729813,0.037976411
RNASEK,0.63022134,0.037979151
CHM,0.833458874,0.038004567
DDIT4L,-1.097214651,0.03801641
BOD1L1,0.648505579,0.038018198
DOK6,0.883345537,0.038025072
SYMPK,0.447604303,0.038032841
INTS2,0.866855137,0.038061483
DBR1,0.734730043,0.038069415
POM121L9P,-1.289072964,0.038080816
LINC01910,0.856942405,0.038097776
SPRTN,0.749396283,0.038160251
NOP58,0.893273583,0.038166821
COL12A1,0.737589597,0.038167378
MAGED1,0.809167287,0.038171467
WDR11,0.895424156,0.038175956
KIAA1549L,0.679504605,0.038196926
PORCN,0.711477822,0.038202978
GRM8,0.966543622,0.03821293
HRH3,0.479806782,0.038221765
YJU2,0.516814714,0.038224429
KCNAB2,0.510435184,0.038256731
NFXL1,0.674581726,0.038265009
ABHD14A,0.546898655,0.038271469
HAGH,0.485306034,0.038280545
TMEM242,0.70504085,0.038309213
KLF8,0.686208707,0.038310776
LINC00458,1.040549796,0.038321339
OPRM1,0.676447184,0.038341405
PSMG3-AS1,0.532623223,0.038344431
TP53BP1,0.744152462,0.038350499
ARMC2,0.879310887,0.038362611
CAMLG,0.684910292,0.038371464
TRIM52,0.670942571,0.038377303
IQCB1,0.816277375,0.038427714
FAM50A,0.494052173,0.038431103
CYS1,0.599448199,0.038443613
SH3D21,0.688733426,0.038472619
MCM6,0.859508856,0.038475483
CPSF6,0.703929436,0.038479165
GABBR2,0.753583696,0.038484427
TNFRSF19,0.638023901,0.038490754
POLR1E,0.482881801,0.038493438
ZNF717,0.736281171,0.038496428
PRR11,0.815388838,0.038500462
JADE1,0.645962126,0.038502484
PEF1,0.647930132,0.038512146
LINC01299,0.971939131,0.038520515
BLOC1S6,0.574614613,0.038532307
KIAA2012-AS1,0.878940201,0.038546779
LTF,-1.241350064,0.038555414
USP16,0.648673916,0.038563152
NDOR1,0.591946716,0.038582794
RPL19P9,1.129042549,0.038584019
MELTF-AS1,0.747627941,0.038586817
NDFIP2,0.693740558,0.038593615
AKAP6,0.848899563,0.038595995
MANBA,0.644476119,0.038596414
MRPL41,0.365802969,0.038663009
ZNF407-AS1,0.798952,0.038680189
H3C10,0.806093489,0.038690634
MRPL45,-4.727869359,0.038711442
LINC02072,0.829202401,0.038720889
POLDIP2,0.443928404,0.038724308
GPR88,0.839105725,0.038727964
DGKZ,0.441007948,0.038730357
PHTF1,0.654131369,0.038780942
CDK20,0.714457715,0.038783824
EID2B,0.748668526,0.038798088
LINC01608,0.628743532,0.038802363
TRMT5,1.008982579,0.038812639
STX12,0.860865268,0.038836039
SNHG15,0.637608182,0.03883811
CCDC30,0.603317119,0.038843746
CCDC180,0.780886772,0.038845464
BASP1-AS1,0.773346253,0.038870353
RTCB,0.747710101,0.038893531
PMM1,0.542178349,0.038901541
CERCAM,1.007637511,0.038917963
PPBP,-4.849921792,0.038921777
RC3H1,0.791132793,0.038922092
LINC00355,0.889559547,0.038937004
RASL11B,1.152497305,0.038943209
ECPAS,0.586833734,0.038945803
ARHGEF7-AS2,0.968926944,0.038961859
SETD1B,0.456059534,0.038967923
WDR7,0.739310103,0.038983214
PYCR2,0.48877064,0.038986734
NCAM1,0.599170162,0.038988387
PPM1K,0.697605531,0.039008815
ATP6V1C1,0.917010396,0.039048024
PGLS,0.413235265,0.039071395
CEP85,0.999301985,0.03908098
FGD4,0.945314223,0.039093064
EPS15,0.617431539,0.039112283
FLVCR1,0.645122786,0.03911703
ISY1,1.012436738,0.039119325
PNLIPRP1,0.996316348,0.039123911
GIPC2,1.249825686,0.039145872
NFS1,0.58849347,0.039173334
UBAP1L,0.5505683,0.039176534
SNIP1,0.68407495,0.039178592
ODR4,0.983112788,0.039183947
PKN2-AS1,0.779818025,0.039188294
CENPK,0.908188146,0.0392037
SMIM31,0.799828833,0.039214835
DIDO1,0.480672976,0.039215893
ZNF385B,0.965556313,0.039217472
ZMIZ1-AS1,0.998678345,0.039244107
ZNF792,0.5729877,0.039245474
ATG16L1,0.766780059,0.039246199
BHLHE22,0.798598787,0.039256758
LACTB,0.635262375,0.039272452
CLTC,0.807599091,0.039272681
EIF4A3,0.645815093,0.03928484
RAB3GAP1,0.673663466,0.039297096
DPP7,0.522971309,0.039307995
LOC107985693,0.912182564,0.039317438
DNAH5,0.815166057,0.039317663
PI4KA,0.566125251,0.039323792
NWD2,0.910366543,0.039327021
SPAG16,0.498873925,0.03936728
MTG1,0.573346341,0.039378966
ARAP3,0.673146909,0.039386709
FCRL3,0.701627287,0.039394977
OR1A1,0.734373579,0.039410088
TPD52,0.659949924,0.039420076
RABL2A,0.698280146,0.039420956
PTPN18,0.620398761,0.03942341
DSCAML1,0.694474946,0.039435798
DPY19L2P2,0.535934546,0.039439116
PCSK7,0.623402178,0.0394769
MAP1S,0.412235508,0.039488142
PPP1R13B,0.589318989,0.039493936
MRPS9,0.809728514,0.039496782
SNORA63C,1.305569906,0.039500297
IGSF9B,0.722860923,0.039511859
ANKS6,0.576533634,0.03954202
FBXO48,0.536519134,0.039543494
KCNIP4,1.094828626,0.039548136
SCUBE1-AS1,0.850727372,0.039553621
JMJD1C,0.757962048,0.039560222
SCCPDH,0.502255697,0.039577266
COPB2-DT,0.890466264,0.039593583
NMNAT3,0.517022085,0.03960308
CRMP1,0.605528298,0.039606755
MAU2,0.588559199,0.039626909
LOC115308161,0.852259923,0.039629717
SATB2-AS1,0.774412071,0.039634252
CA13,0.750078308,0.039657208
BACH2,0.595767059,0.039659574
MAPRE2,0.714613949,0.039695901
CABIN1,0.484702569,0.039706779
KIAA0513,0.5608061,0.039713182
MPL,0.629350718,0.039713985
LINC02471,0.848858711,0.039731133
LINC01849,0.871205955,0.039734103
ATP5MC2,0.574885424,0.039737759
MRGPRE,-0.935877453,0.039749293
USH2A,1.096577065,0.039754042
MEF2A,0.590058374,0.039754352
PDE4A,0.547283333,0.0397608
MPP2,0.55032566,0.039765693
C1orf109,0.679213734,0.039770026
CALM2,0.83482997,0.039817755
MMP16,0.73109749,0.039821548
LINC02055,0.878746297,0.039822284
COP1,0.665116206,0.039835331
GOLGA6L17P,0.936306529,0.039851044
DNAJC8,0.62591132,0.039855775
DLX6,0.745385847,0.039859537
CEP44,0.798047273,0.03986783
NSFL1C,0.630496764,0.039877334
SIRT6,0.498872263,0.039882122
LOC101929577,1.079119188,0.039904678
LGALSL,0.789398116,0.039910948
NAE1,0.787477351,0.039915632
ASPSCR1,0.457150781,0.03992913
SUPT16H,0.632951734,0.039929739
IFNA13,1.296369885,0.039934083
PCLO,0.87868247,0.03994199
IL12A-AS1,0.993329287,0.039942398
GTPBP3,0.572617815,0.039955451
SLITRK5,0.685870463,0.03995851
EXT2,0.815651636,0.039962101
LOC100130691,0.930026449,0.039969223
ZFP36L2,-0.584920878,0.039973761
MTIF3,0.76881563,0.039978401
C1orf159,0.510522985,0.0400002
SNX24,0.708155211,0.040009552
PSMD8,0.631706709,0.040009589
PKNOX2,0.676844839,0.040012097
ATRIP,0.592260751,0.040021665
OR2L2,0.73210398,0.040031731
RANBP17,0.897542589,0.040048547
PSMD2,0.542351933,0.040059009
DHX33,0.592531212,0.040066379
EFNB1,-0.46990302,0.040066757
POLM,0.556272291,0.040070472
EIF3D,0.640581038,0.040096934
DLGAP2,1.019204979,0.040122759
MCAM,0.635061315,0.040134871
NR2C1,0.907180028,0.040144754
DNAAF1,0.742234747,0.040146953
LINC00670,0.903219492,0.040155144
GNG2,0.878194833,0.040169828
SNPH,0.442494473,0.040191286
MEIS3,0.588714451,0.040198779
STK32C,0.395919529,0.040223491
EMB,1.00513089,0.040236538
TYW1B,0.683712732,0.04023902
TUBGCP3,0.715682901,0.040268452
ULK2,0.479466197,0.040281966
ANKS3,0.561100439,0.040307909
ZFAND5,0.697994759,0.040312865
FAIM,0.733291404,0.040343983
NDUFS6,-2.718579206,0.040357601
EWSR1,0.672891398,0.040361381
ASS1P2,1.087931154,0.040388731
NUMA1,0.463672482,0.040389182
C12orf29,0.70933458,0.040411811
LEMD1-DT,0.900842359,0.040432157
POLR1F,1.126163969,0.040446418
CNTNAP5-DT,1.025948956,0.040453555
CNTN3,1.060750252,0.040461065
PRELID3A,0.553459287,0.040500906
UROS,0.604412495,0.040512302
ABLIM3,0.530226668,0.040556144
MYO5B,1.007869615,0.040556632
LOC102724064,0.671040305,0.040577787
OSCP1,0.96831704,0.040584224
